Id,Day,Time,DayOfWeek,PdDistrict,X,Y
109,4541,1019,1,MISSION,-122.4184482,37.75223917
110,4541,1019,1,MISSION,-122.4184482,37.75223917
111,4541,1018,1,SOUTHERN,-122.406521,37.78506294
112,4541,1015,1,TENDERLOIN,-122.4080145,37.78595078
113,4541,1015,1,MISSION,-122.4179492,37.76972086
114,4541,1010,1,TARAVAL,-122.4646709,37.74111549
115,4541,1005,1,SOUTHERN,-122.4034048,37.77542071
116,4541,1002,1,SOUTHERN,-122.3895953,37.7798612
117,4541,984,1,TENDERLOIN,-122.4129991,37.78627746
118,4541,975,1,CENTRAL,-122.4060643,37.79615288
119,4541,975,1,CENTRAL,-122.4124969,37.80815769
120,4541,975,1,SOUTHERN,-122.422478,37.77275652
121,4541,975,1,BAYVIEW,-122.3873163,37.75800217
122,4541,975,1,TENDERLOIN,-122.4158851,37.78351606
123,4541,975,1,TENDERLOIN,-122.4158851,37.78351606
124,4541,975,1,TENDERLOIN,-122.4158851,37.78351606
125,4541,967,1,TARAVAL,-122.4756475,37.72852806
126,4541,960,1,CENTRAL,-122.4145549,37.78936834
127,4541,960,1,SOUTHERN,-122.4108918,37.78090977
128,4541,960,1,SOUTHERN,-122.3655654,37.8096707
129,4541,960,1,CENTRAL,-122.4098712,37.80793963
130,4541,960,1,NORTHERN,-122.4418116,37.79900194
131,4541,957,1,SOUTHERN,-122.4034048,37.77542071
132,4541,957,1,SOUTHERN,-122.4034048,37.77542071
133,4541,957,1,SOUTHERN,-122.4034048,37.77542071
134,4541,956,1,TENDERLOIN,-122.4154142,37.78447666
135,4541,945,1,SOUTHERN,-122.4136384,37.77454179
136,4541,930,1,SOUTHERN,-122.4034048,37.77542071
137,4541,922,1,PARK,-122.4929129,37.76614197
138,4541,915,1,SOUTHERN,-122.4182996,37.77153763
139,4541,915,1,PARK,-122.4929129,37.76614197
140,4541,911,1,SOUTHERN,-122.40307,37.78526863
141,4541,900,1,INGLESIDE,-122.4327878,37.73715667
142,4541,900,1,SOUTHERN,-122.3980982,37.79010196
143,4541,900,1,INGLESIDE,-122.4458358,37.7152969
144,4541,899,1,TENDERLOIN,-122.4163494,37.78255696
145,4541,889,1,SOUTHERN,-122.4126203,37.77702593
146,4541,886,1,NORTHERN,-122.4205399,37.78149825
147,4541,885,1,BAYVIEW,-122.3831875,37.7316758
148,4541,870,1,SOUTHERN,-122.4034048,37.77542071
149,4541,870,1,SOUTHERN,-122.4034048,37.77542071
150,4541,870,1,BAYVIEW,-122.4049033,37.72794563
151,4541,855,1,RICHMOND,-122.476962,37.77755988
152,4541,847,1,MISSION,-122.4213018,37.75809572
153,4541,840,1,NORTHERN,-122.4222154,37.78552781
154,4541,840,1,INGLESIDE,-122.4286497,37.72702086
155,4541,840,1,INGLESIDE,-122.4419611,37.73273686
156,4541,840,1,NORTHERN,-122.4347332,37.78494432
157,4541,840,1,PARK,-122.4352603,37.76346295
158,4541,840,1,CENTRAL,-122.4152454,37.80541652
159,4541,840,1,TARAVAL,-122.470366,37.74515795
160,4541,825,1,RICHMOND,-122.4665044,37.76620143
161,4541,825,1,CENTRAL,-122.4098766,37.78714881
162,4541,810,1,NORTHERN,-122.4166077,37.77913875
163,4541,810,1,SOUTHERN,-122.4053955,37.78351007
164,4541,810,1,SOUTHERN,-122.4123497,37.77555585
165,4541,810,1,CENTRAL,-122.411229,37.80258484
166,4541,810,1,NORTHERN,-122.4324693,37.77375752
167,4541,807,1,SOUTHERN,-122.4076335,37.78418935
168,4541,795,1,CENTRAL,-122.4041728,37.8038752
169,4541,785,1,CENTRAL,-122.4180281,37.78988129
170,4541,785,1,CENTRAL,-122.4180281,37.78988129
171,4541,783,1,RICHMOND,-122.4752328,37.78337366
172,4541,782,1,NORTHERN,-122.4256183,37.78995008
173,4541,780,1,MISSION,-122.4053372,37.75240894
174,4541,780,1,TARAVAL,-122.4756475,37.72852806
175,4541,780,1,SOUTHERN,-122.4104056,37.77878415
176,4541,779,1,MISSION,-122.4220201,37.76701047
177,4541,770,1,INGLESIDE,-122.4396163,37.7153102
178,4541,769,1,SOUTHERN,-122.4216195,37.77343394
179,4541,764,1,SOUTHERN,-122.3962514,37.78525829
180,4541,763,1,TARAVAL,-122.5075488,37.75191545
181,4541,760,1,SOUTHERN,-122.4034048,37.77542071
182,4541,753,1,SOUTHERN,-122.4034048,37.77542071
183,4541,745,1,NORTHERN,-122.4208964,37.79195678
184,4541,741,1,INGLESIDE,-122.4533408,37.73110972
185,4541,729,1,CENTRAL,-122.4120324,37.78788549
186,4541,729,1,CENTRAL,-122.4120324,37.78788549
187,4541,720,1,CENTRAL,-122.3961706,37.79548699
188,4541,720,1,SOUTHERN,-122.4034048,37.77542071
189,4541,720,1,CENTRAL,-122.4159234,37.80859051
190,4541,720,1,SOUTHERN,-122.4039794,37.77987474
191,4541,720,1,SOUTHERN,-122.4034048,37.77542071
192,4541,720,1,SOUTHERN,-122.4034048,37.77542071
193,4541,720,1,RICHMOND,-122.5034712,37.77168767
194,4541,720,1,RICHMOND,-122.5034712,37.77168767
195,4541,720,1,CENTRAL,-122.4071493,37.80642673
196,4541,713,1,CENTRAL,-122.4060643,37.79615288
197,4541,710,1,SOUTHERN,-122.4034048,37.77542071
198,4541,705,1,SOUTHERN,-122.3880074,37.78710272
199,4541,695,1,SOUTHERN,-122.4143179,37.77994441
200,4541,690,1,INGLESIDE,-122.4361771,37.71420894
201,4541,675,1,BAYVIEW,-122.4057671,37.7303818
202,4541,675,1,BAYVIEW,-122.4057671,37.7303818
203,4541,675,1,NORTHERN,-122.4285977,37.77164958
204,4541,671,1,TARAVAL,-122.4739993,37.72805714
205,4541,667,1,NORTHERN,-122.4211952,37.78475366
206,4541,660,1,MISSION,-122.4063243,37.75363225
207,4541,660,1,TENDERLOIN,-122.4058954,37.78673422
