Day,Time,DayOfWeek,PdDistrict,X,Y,Category
0.533362989324,0.0385154061625,0.333333333333,NORTHERN,0.708725268177,0.797339597069,LARCENY/THEFT
0.517571174377,0.0385154061625,0.333333333333,TENDERLOIN,0.785079081886,0.813041896103,MISSING PERSON
0.571619217082,0.031512605042,0.333333333333,CENTRAL,0.743644414699,0.941732033246,OTHER OFFENSES
0.562944839858,0.00770308123249,0.333333333333,INGLESIDE,0.537323769124,0.078667646323,OTHER OFFENSES
0.504448398577,0.920868347339,0.5,RICHMOND,0.129687671958,0.673688414532,LARCENY/THEFT
0.5,0.920868347339,0.5,RICHMOND,0.148923758029,0.763652959902,MISSING PERSON
0.487766903915,0.915966386555,0.5,CENTRAL,0.764363090408,1.0,DRUG/NARCOTIC
0.464190391459,0.915966386555,0.5,CENTRAL,0.764363090408,1.0,OTHER OFFENSES
0.450177935943,0.915966386555,0.5,CENTRAL,0.764363090408,1.0,DRUG/NARCOTIC
0.425044483986,0.983893557423,0.833333333333,RICHMOND,0.506669863883,0.871797163967,BURGLARY
0.386565836299,0.983893557423,0.833333333333,TARAVAL,0.0549309750286,0.393859858603,VEHICLE THEFT
0.424599644128,0.983893557423,0.833333333333,BAYVIEW,0.983990358246,0.225000231647,SUSPICIOUS OCC
0.396352313167,0.983893557423,0.833333333333,TARAVAL,0.0,0.499103947181,VANDALISM
0.353202846975,0.983893557423,0.833333333333,SOUTHERN,0.78272232805,0.676438591215,VEHICLE THEFT
0.422820284698,0.983893557423,0.833333333333,BAYVIEW,0.983990358246,0.225000231647,WEAPON LAWS
0.306049822064,0.605742296919,0.5,INGLESIDE,0.628521374075,0.0,MISSING PERSON
0.288923487544,0.605742296919,0.5,INGLESIDE,0.628521374075,0.0,NON-CRIMINAL
0.325400355872,0.605742296919,0.5,BAYVIEW,0.864816814732,0.0276005327039,LARCENY/THEFT
0.348754448399,0.598739495798,0.5,SOUTHERN,0.839141261176,0.805438398317,LARCENY/THEFT
0.309386120996,0.595238095238,0.5,PARK,0.560949465794,0.689588245303,OTHER OFFENSES
0.262455516014,0.686274509804,0.166666666667,MISSION,0.699224883885,0.630412748673,VEHICLE THEFT
0.190169039146,0.68487394958,0.166666666667,MISSION,0.721475360112,0.594715204721,OTHER OFFENSES
0.24621886121,0.68487394958,0.166666666667,MISSION,0.721475360112,0.594715204721,OTHER OFFENSES
0.256450177936,0.682773109244,0.166666666667,NORTHERN,0.605360049175,0.696230829103,OTHER OFFENSES
0.214190391459,0.679271708683,0.166666666667,MISSION,0.741012079929,0.596101717473,OTHER OFFENSES
0.221307829181,0.678571428571,0.166666666667,SOUTHERN,0.867023251694,0.703911402172,FORGERY/COUNTERFEITING
0.142571174377,0.815826330532,0.833333333333,CENTRAL,0.874140039852,0.965936936413,LARCENY/THEFT
0.129003558719,0.814425770308,0.833333333333,MISSION,0.654110137531,0.428846562063,OTHER OFFENSES
0.183496441281,0.810924369748,0.833333333333,TENDERLOIN,0.76859075247,0.796254436041,ASSAULT
0.165258007117,0.810224089636,0.833333333333,BAYVIEW,1.0,0.212910046826,DRUG/NARCOTIC
0.147019572954,0.804621848739,0.833333333333,INGLESIDE,0.70722657316,0.368697726742,DRUG/NARCOTIC
0.128336298932,0.802521008403,0.833333333333,INGLESIDE,0.70722657316,0.368697726742,DRUG/NARCOTIC
0.112322064057,0.802521008403,0.833333333333,INGLESIDE,0.70722657316,0.368697726742,WARRANTS
0.072731316726,0.581232492997,0.833333333333,CENTRAL,0.710713387775,0.873156932016,VEHICLE THEFT
0.0849644128114,0.581232492997,0.833333333333,INGLESIDE,0.713798462652,0.0256238465031,OTHER OFFENSES
0.0934163701068,0.574229691877,0.833333333333,CENTRAL,0.847601953761,0.863362685118,VEHICLE THEFT
0.076512455516,0.574229691877,0.833333333333,CENTRAL,0.847601953761,0.863362685118,VEHICLE THEFT
0.00756227758007,0.290616246499,0.833333333333,INGLESIDE,0.596951251701,0.164248166408,LARCENY/THEFT
0.0164590747331,0.290616246499,0.833333333333,TARAVAL,0.146029263474,0.236094650133,VANDALISM
0.00400355871886,0.290616246499,0.833333333333,NORTHERN,0.677190040791,0.9716369274,OTHER OFFENSES
0.0,0.290616246499,0.833333333333,CENTRAL,0.799601660286,0.905065151779,MISSING PERSON
0.00756227758007,0.290616246499,0.833333333333,SOUTHERN,0.745237952505,0.674272902099,LARCENY/THEFT
