Id,Day,Time,DayOfWeek,PdDistrict,X,Y,Category
74,0.446416685156,0.750347705146,1.0,RICHMOND,0.0234225337263,0.0011368775809,BURGLARY
75,0.897049034835,0.896383866481,0.666666666667,SOUTHERN,0.0488590301127,0.00129714704106,LARCENY/THEFT
76,0.470157532727,0.00556328233658,0.166666666667,TENDERLOIN,0.0484529003441,0.00146428636982,DRUG/NARCOTIC
77,0.446416685156,0.750347705146,1.0,RICHMOND,0.0234225337263,0.0011368775809,BURGLARY
78,0.219436432217,0.280945757997,0.833333333333,TARAVAL,0.0192441347944,0.000490418623674,LARCENY/THEFT
79,0.34124694919,0.0827538247566,0.0,MISSION,0.0531886972367,0.000929535637283,LARCENY/THEFT
80,0.179498557799,0.186369958275,1.0,NORTHERN,0.0454413423319,0.00155915917106,ASSAULT
81,0.950965165298,0.950625869263,1.0,CENTRAL,0.0528856642399,0.00188456134793,LARCENY/THEFT
82,0.203239405369,0.0166898470097,0.166666666667,SOUTHERN,0.0591045449437,0.00150103530951,OTHER OFFENSES
83,0.533392500555,0.958970792768,1.0,CENTRAL,0.0537938196664,0.00170600003075,LARCENY/THEFT
84,0.571111604171,0.5,0.166666666667,RICHMOND,0.0188690929734,0.00139126619148,OTHER OFFENSES
85,0.429775904149,0.728789986092,0.333333333333,INGLESIDE,0.0486952969448,9.17306452694e-05,DRUG/NARCOTIC
86,0.480363878411,0.187065368567,0.833333333333,NORTHERN,0.039801263591,0.00182946968314,LARCENY/THEFT
87,0.828710894165,0.71488178025,0.333333333333,TENDERLOIN,0.0494555611447,0.00143260760122,WARRANTS
88,0.745063234968,0.851182197497,0.333333333333,INGLESIDE,0.0449651901895,4.63836607608e-05,VANDALISM
89,0.767472820058,0.533379694019,1.0,SOUTHERN,0.0519896261605,0.00144206906484,DRUG/NARCOTIC
90,0.0128688706457,0.944367176634,0.5,BAYVIEW,0.0608997994231,0.000537677177232,SUSPICIOUS OCC
91,0.309962280896,0.750347705146,0.0,INGLESIDE,0.0444323248903,0.000369837169301,VEHICLE THEFT
92,0.464388728644,0.333101529903,0.5,BAYVIEW,0.0540041847556,0.000332918414357,VANDALISM
93,0.353450188596,0.68776077886,1.0,MISSION,0.0521439733506,0.000936172392371,BURGLARY
94,0.265143110717,0.8859527121,0.166666666667,BAYVIEW,0.0533333604815,0.000351575718396,NON-CRIMINAL
95,0.897049034835,0.896383866481,0.666666666667,SOUTHERN,0.0488590301127,0.00129714704106,LARCENY/THEFT
96,0.654315509208,0.632823365786,0.166666666667,TARAVAL,0.0191316023836,0.00110273247517,OTHER OFFENSES
97,0.823163967162,0.858136300417,0.666666666667,INGLESIDE,0.0385871948148,0.00025209648706,DRUG/NARCOTIC
98,0.733303749723,0.79207232267,0.666666666667,BAYVIEW,0.0553849663751,0.000484900010265,MISSING PERSON
99,0.879298868427,0.938108484006,1.0,BAYVIEW,0.0542537822387,0.000599897258174,LARCENY/THEFT

